CN 2021,CN 2022,CNKEY,TYPE,CN2021_Deleted codes,CN2021_Reused Code
72109040,72109040,721090400080,,,
72109080,72109080,721090800080,,,
72111300,72111300,721113000080,,,
72111400,72111400,721114000080,,,
72111900,72111900,721119000080,,,
72112320,72112320,721123200080,,,
72112330,72112330,721123300080,,,
72112380,72112380,721123800080,,,
72112900,72112900,721129000080,,,
72119020,72119020,721190200080,,,
72119080,72119080,721190800080,,,
72121010,72121010,721210100080,,,
72121090,72121090,721210900080,,,
72122000,72122000,721220000080,,,
72123000,72123000,721230000080,,,
72124020,72124020,721240200080,,,
72124080,72124080,721240800080,,,
72125020,72125020,721250200080,,,
72125030,72125030,721250300080,,,
72125040,72125040,721250400080,,,
72125061,72125061,721250610080,,,
72125069,72125069,721250690080,,,
72125090,72125090,721250900080,,,
72126000,72126000,721260000080,,,
72131000,72131000,721310000080,,,
72132000,72132000,721320000080,,,
72139110,72139110,721391100080,,,
72139120,72139120,721391200080,,,
72139141,72139141,721391410080,,,
72139149,72139149,721391490080,,,
72139170,72139170,721391700080,,,
72139190,72139190,721391900080,,,
72139910,72139910,721399100080,,,
72139990,72139990,721399900080,,,
72141000,72141000,721410000080,,,
72142000,72142000,721420000080,,,
72143000,72143000,721430000080,,,
72149110,72149110,721491100080,,,
72149190,72149190,721491900080,,,
72149910,72149910,721499100080,,,
72149931,72149931,721499310080,,,
72149939,72149939,721499390080,,,
72149950,72149950,721499500080,,,
72149971,72149971,721499710080,,,
72149979,72149979,721499790080,,,
72149995,72149995,721499950080,,,
72151000,72151000,721510000080,,,
72155011,72155011,721550110080,,,
72155019,72155019,721550190080,,,
72155080,72155080,721550800080,,,
72159000,72159000,721590000080,,,
72161000,72161000,721610000080,,,
72162100,72162100,721621000080,,,
72162200,72162200,721622000080,,,
72163110,72163110,721631100080,,,
72163190,72163190,721631900080,,,
72163211,72163211,721632110080,,,
72163219,72163219,721632190080,,,
72163291,72163291,721632910080,,,
72163299,72163299,721632990080,,,
72163310,72163310,721633100080,,,
72163390,72163390,721633900080,,,
72164010,72164010,721640100080,,,
72164090,72164090,721640900080,,,
72165010,72165010,721650100080,,,
72165091,72165091,721650910080,,,
72165099,72165099,721650990080,,,
72166110,72166110,721661100080,,,
72166190,72166190,721661900080,,,
72166900,72166900,721669000080,,,
72169110,72169110,721691100080,,,
72169180,72169180,721691800080,,,
72169900,72169900,721699000080,,,
72171010,72171010,721710100080,,,
72171031,72171031,721710310080,,,
72171039,72171039,721710390080,,,
72171050,72171050,721710500080,,,
72171090,72171090,721710900080,,,
72172010,72172010,721720100080,,,
72172030,72172030,721720300080,,,
72172050,72172050,721720500080,,,
72172090,72172090,721720900080,,,
72173041,72173041,721730410080,,,
72173049,72173049,721730490080,,,
72173050,72173050,721730500080,,,
72173090,72173090,721730900080,,,
72179020,72179020,721790200080,,,
72179050,72179050,721790500080,,,
72179090,72179090,721790900080,,,
72181000,72181000,721810000080,,,
72189110,72189110,721891100080,,,
72189180,72189180,721891800080,,,
72189911,72189911,721899110080,,,
72189919,72189919,721899190080,,,
72189920,72189920,721899200080,,,
72189980,72189980,721899800080,,,
72191100,72191100,721911000080,,,
72191210,72191210,721912100080,,,
72191290,72191290,721912900080,,,
72191310,72191310,721913100080,,,
72191390,72191390,721913900080,,,
72191410,72191410,721914100080,,,
72191490,72191490,721914900080,,,
72192110,72192110,721921100080,,,
72192190,72192190,721921900080,,,
72192210,72192210,721922100080,,,
72192290,72192290,721922900080,,,
72192300,72192300,721923000080,,,
72192400,72192400,721924000080,,,
72193100,72193100,721931000080,,,
72193210,72193210,721932100080,,,
72193290,72193290,721932900080,,,
72193310,72193310,721933100080,,,
72193390,72193390,721933900080,,,
72193410,72193410,721934100080,,,
72193490,72193490,721934900080,,,
72193510,72193510,721935100080,,,
72193590,72193590,721935900080,,,
72199020,72199020,721990200080,,,
72199080,72199080,721990800080,,,
72201100,72201100,722011000080,,,
72201200,72201200,722012000080,,,
72202021,72202021,722020210080,,,
72202029,72202029,722020290080,,,
72202041,72202041,722020410080,,,
72202049,72202049,722020490080,,,
72202081,72202081,722020810080,,,
72202089,72202089,722020890080,,,
72209020,72209020,722090200080,,,
72209080,72209080,722090800080,,,
72210010,72210010,722100100080,,,
72210090,72210090,722100900080,,,
72221111,72221111,722211110080,,,
72221119,72221119,722211190080,,,
72221181,72221181,722211810080,,,
72221189,72221189,722211890080,,,
72221910,72221910,722219100080,,,
72221990,72221990,722219900080,,,
72222011,72222011,722220110080,,,
72222019,72222019,722220190080,,,
72222021,72222021,722220210080,,,
72222029,72222029,722220290080,,,
72222031,72222031,722220310080,,,
72222039,72222039,722220390080,,,
72222081,72222081,722220810080,,,
72222089,72222089,722220890080,,,
72223051,72223051,722230510080,,,
72223091,72223091,722230910080,,,
72223097,72223097,722230970080,,,
72224010,72224010,722240100080,,,
72224050,72224050,722240500080,,,
72224090,72224090,722240900080,,,
72230011,72230011,722300110080,,,
72230019,72230019,722300190080,,,
72230091,72230091,722300910080,,,
72230099,72230099,722300990080,,,
72241010,72241010,722410100080,,,
72241090,72241090,722410900080,,,
72249002,72249002,722490020080,,,
72249003,72249003,722490030080,,,
72249005,72249005,722490050080,,,
72249007,72249007,722490070080,,,
72249014,72249014,722490140080,,,
72249018,72249018,722490180080,,,
72249031,72249031,722490310080,,,
72249038,72249038,722490380080,,,
72249090,72249090,722490900080,,,
72251100,72251100,722511000080,,,
72251910,72251910,722519100080,,,
72251990,72251990,722519900080,,,
72253010,72253010,722530100080,,,
72253030,72253030,722530300080,,,
72253090,72253090,722530900080,,,
72254012,72254012,722540120080,,,
72254015,72254015,722540150080,,,
72254040,72254040,722540400080,,,
72254060,72254060,722540600080,,,
72254090,72254090,722540900080,,,
72255020,72255020,722550200080,,,
72255080,72255080,722550800080,,,
72259100,72259100,722591000080,,,
72259200,72259200,722592000080,,,
72259900,72259900,722599000080,,,
72261100,72261100,722611000080,,,
72261910,72261910,722619100080,,,
72261980,72261980,722619800080,,,
72262000,72262000,722620000080,,,
72269120,72269120,722691200080,,,
72269191,72269191,722691910080,,,
72269199,72269199,722691990080,,,
72269200,72269200,722692000080,,,
72269910,72269910,722699100080,,,
72269930,72269930,722699300080,,,
72269970,72269970,722699700080,,,
72271000,72271000,722710000080,,,
72272000,72272000,722720000080,,,
72279010,72279010,722790100080,,,
72279050,72279050,722790500080,,,
72279095,72279095,722790950080,,,
72281020,72281020,722810200080,,,
72281050,72281050,722810500080,,,
72281090,72281090,722810900080,,,
72282010,72282010,722820100080,,,
72282091,72282091,722820910080,,,
72282099,72282099,722820990080,,,
72283020,72283020,722830200080,,,
72283041,72283041,722830410080,,,
72283049,72283049,722830490080,,,
72283061,72283061,722830610080,,,
72283069,72283069,722830690080,,,
72283070,72283070,722830700080,,,
72283089,72283089,722830890080,,,
72284010,72284010,722840100080,,,
72284090,72284090,722840900080,,,
72285020,72285020,722850200080,,,
72285040,72285040,722850400080,,,
72285061,72285061,722850610080,,,
72285069,72285069,722850690080,,,
72285080,72285080,722850800080,,,
72286020,72286020,722860200080,,,
72286080,72286080,722860800080,,,
72287010,72287010,722870100080,,,
72287090,72287090,722870900080,,,
72288000,72288000,722880000080,,,
72292000,72292000,722920000080,,,
72299020,72299020,722990200080,,,
72299050,72299050,722990500080,,,
72299090,72299090,722990900080,,,
73011000,73011000,730110000080,,,
73012000,73012000,730120000080,,,
73021010,73021010,730210100080,,,
73021022,73021022,730210220080,,,
73021028,73021028,730210280080,,,
73021040,73021040,730210400080,,,
73021050,73021050,730210500080,,,
73021090,73021090,730210900080,,,
73023000,73023000,730230000080,,,
73024000,73024000,730240000080,,,
73029000,73029000,730290000080,,,
73030010,73030010,730300100080,,,
73030090,73030090,730300900080,,,
73041100,73041100,730411000080,,,
73041910,73041910,730419100080,,,
73041930,73041930,730419300080,,,
73041990,73041990,730419900080,,,
73042200,73042200,730422000080,,,
73042300,73042300,730423000080,,,
73042400,73042400,730424000080,,,
73042910,73042910,730429100080,,,
73042930,73042930,730429300080,,,
73042990,73042990,730429900080,,,
73043120,73043120,730431200080,,,
73043180,73043180,730431800080,,,
73043910,73043983,730439100080,ex,7304 39 10,
73043910,73043988,730439100080,ex,7304 39 10,
73043910,73043982,730439100080,ex,7304 39 10,
73043952,73043950,730439520080,ex,7304 39 52,
73043958,73043950,730439580080,ex,7304 39 58,
73043992,73043982,730439920080,ex,7304 39 92,
73043993,73043983,730439930080,ex,7304 39 93,
73043998,73043988,730439980080,ex,7304 39 98,
73044100,73044100,730441000080,,,
73044910,73044985,730449100080,ex,7304 49 10,
73044910,73044989,730449100080,ex,7304 49 10,
73044910,73044983,730449100080,ex,7304 49 10,
73044993,73044983,730449930080,ex,7304 49 93,
73044995,73044985,730449950080,ex,7304 49 95,
73044999,73044989,730449990080,ex,7304 49 99,
73045112,73045110,730451120080,ex,7304 51 12,
73045118,73045110,730451180080,ex,7304 51 18,
73045181,73045181,730451810080,,,
73045189,73045189,730451890080,,,
73045910,73045989,730459100080,ex,7304 59 10,
73045910,73045982,730459100080,ex,7304 59 10,
73045910,73045983,730459100080,ex,7304 59 10,
73045932,73045930,730459320080,ex,7304 59 32,
73045938,73045930,730459380080,ex,7304 59 38,
73045992,73045982,730459920080,ex,7304 59 92,
73045993,73045983,730459930080,ex,7304 59 93,
73045999,73045989,730459990080,ex,7304 59 99,
73049000,73049000,730490000080,,,
73051100,73051100,730511000080,,,
73051200,73051200,730512000080,,,
73051900,73051900,730519000080,,,
73052000,73052000,730520000080,,,
73053100,73053100,730531000080,,,
73053900,73053900,730539000080,,,
73059000,73059000,730590000080,,,
73061110,73061100,730611100080,ex,7306 11 10,
73061190,73061100,730611900080,ex,7306 11 90,
73061910,73061900,730619100080,ex,7306 19 10,
73061990,73061900,730619900080,ex,7306 19 90,
73062100,73062100,730621000080,,,
73062900,73062900,730629000080,,,
73063011,73063018,730630110080,ex,7306 30 11,
73063011,73063012,730630110080,ex,7306 30 11,
73063019,73063012,730630190080,ex,7306 30 19,
73063019,73063018,730630190080,ex,7306 30 19,
73063041,73063041,730630410080,,,
73063049,73063049,730630490080,,,
73063072,73063072,730630720080,,,
73063077,73063077,730630770080,,,
73063080,73063080,730630800080,,,
73064020,73064020,730640200080,,,
73064080,73064080,730640800080,,,
73065020,73065021,730650200080,-,7306 50 20,
73065020,73065029,730650200080,-,7306 50 20,
73065080,73065080,730650800080,,,
73066110,73066110,730661100080,,,
73066192,73066192,730661920080,,,
73066199,73066199,730661990080,,,
73066910,73066910,730669100080,,,
73066990,73066990,730669900080,,,
73069000,73069000,730690000080,,,
73071110,73071110,730711100080,,,
73071190,73071190,730711900080,,,
73071910,73071910,730719100080,,,
73071990,73071990,730719900080,,,
73072100,73072100,730721000080,,,
73072210,73072210,730722100080,,,
73072290,73072290,730722900080,,,
73072310,73072310,730723100080,,,
73072390,73072390,730723900080,,,
73072910,73072910,730729100080,,,
73072980,73072980,730729800080,,,
73079100,73079100,730791000080,,,
73079210,73079210,730792100080,,,
73079290,73079290,730792900080,,,
73079311,73079311,730793110080,,,
73079319,73079319,730793190080,,,
73079391,73079391,730793910080,,,
73079399,73079399,730793990080,,,
73079910,73079910,730799100080,,,
73079980,73079980,730799800080,,,
73081000,73081000,730810000080,,,
73082000,73082000,730820000080,,,
73083000,73083000,730830000080,,,
73084000,73084000,730840000080,,,
73089051,73089051,730890510080,,,
73089059,73089059,730890590080,,,
73089098,73089098,730890980080,,,
73090010,73090010,730900100080,,,
73090030,73090030,730900300080,,,
73090051,73090051,730900510080,,,
73090059,73090059,730900590080,,,
73090090,73090090,730900900080,,,
73101000,73101000,731010000080,,,
73102111,73102111,731021110080,,,
73102119,73102119,731021190080,,,
73102191,73102191,731021910080,,,
73102199,73102199,731021990080,,,
73102910,73102910,731029100080,,,
73102990,73102990,731029900080,,,
73110011,73110011,731100110080,,,
73110013,73110013,731100130080,,,
73110019,73110019,731100190080,,,
73110030,73110030,731100300080,,,
73110091,73110091,731100910080,,,
73110099,73110099,731100990080,,,
73121020,73121020,731210200080,,,
73121041,73121041,731210410080,,,
73121049,73121049,731210490080,,,
73121061,73121061,731210610080,,,
73121065,73121065,731210650080,,,
73121069,73121069,731210690080,,,
73121081,73121081,731210810080,,,
73121083,73121083,731210830080,,,
73121085,73121085,731210850080,,,
73121089,73121089,731210890080,,,
73121098,73121098,731210980080,,,
73129000,73129000,731290000080,,,
73130000,73130000,731300000080,,,
73141200,73141200,731412000080,,,
73141400,73141400,731414000080,,,
73141900,73141900,731419000080,,,
73142010,73142010,731420100080,,,
73142090,73142090,731420900080,,,
73143100,73143100,731431000080,,,
73143900,73143900,731439000080,,,
73144100,73144100,731441000080,,,
73144200,73144200,731442000080,,,
73144900,73144900,731449000080,,,
73145000,73145000,731450000080,,,
73151110,73151110,731511100080,,,
73151190,73151190,731511900080,,,
73151200,73151200,731512000080,,,
73151900,73151900,731519000080,,,
73152000,73152000,731520000080,,,
73158100,73158100,731581000080,,,
73158200,73158200,731582000080,,,
73158900,73158900,731589000080,,,
73159000,73159000,731590000080,,,
73160000,73160000,731600000080,,,
73170020,73170020,731700200080,,,
73170060,73170060,731700600080,,,
73170080,73170080,731700800080,,,
73181100,73181100,731811000080,,,
73181210,73181210,731812100080,,,
73181290,73181290,731812900080,,,
73181300,73181300,731813000080,,,
73181410,73181410,731814100080,,,
73181491,73181491,731814910080,,,
73181499,73181499,731814990080,,,
73181520,73181520,731815200080,,,
73181535,73181535,731815350080,,,
73181542,73181542,731815420080,,,
73181548,73181548,731815480080,,,
73181552,73181552,731815520080,,,
73181558,73181558,731815580080,,,
73181562,73181562,731815620080,,,
73181568,73181568,731815680080,,,
73181575,73181575,731815750080,,,
73181582,73181582,731815820080,,,
73181588,73181588,731815880080,,,
73181595,73181595,731815950080,,,
73181631,73181631,731816310080,,,
